batch_id,variable_address,ref_count
153,0x003fee42,2
154,0x003fcef6,2
155,0x003fcf0a,2
155,0x003fcf0e,2
156,0x003fcf16,3
157,0x003fcf18,2
157,0x003fd4cc,2
157,0x003fd93a,2
157,0x003fd93e,3
157,0x003fd946,2
158,0x003fcf1a,2
159,0x003fcf40,2
159,0x003fcf42,2
159,0x003fcf44,2
159,0x003fcf46,2
159,0x003fcf48,2
159,0x003fcf4a,2
159,0x003fcf50,2
159,0x003fcf52,2
159,0x003fcf54,2
159,0x003fcf56,2
159,0x003fcf58,2
159,0x003fcf5a,2
160,0x003fcf5c,4
161,0x003fcfb4,2
161,0x003fcfb6,2
161,0x003fdd74,2
161,0x003fee5c,4
162,0x003fcfc6,2
163,0x003fcfcb,2
163,0x003fcfcc,2
164,0x003fcfd5,2
164,0x003fcfd7,2
165,0x003fcff2,2
165,0x003fcff6,2
165,0x003fcffe,2
165,0x003fd910,2
166,0x003fcffa,2
167,0x003fd00a,2
167,0x003fd012,2
167,0x003fd022,2
167,0x003fd03c,2
167,0x003fd044,2
167,0x003fd046,2
167,0x003fd04e,2
167,0x003fd057,2
168,0x003fd01a,2
168,0x003fd02a,2
169,0x003fd07e,2
169,0x003fd080,2
170,0x003fd08e,2
170,0x003fd092,2
170,0x003fd096,2
170,0x003fd09a,2
170,0x003fd09e,2
170,0x003fd0a2,2
170,0x003fd0a6,2
171,0x003fd0ae,2
172,0x003fd0b0,2
172,0x003fd0b4,2
172,0x003fd0b6,2
173,0x003fd0ce,2
173,0x003fd0d2,2
173,0x003fd0d6,2
173,0x003fd0da,2
173,0x003fd0de,2
173,0x003fd0e2,2
173,0x003fd0e6,2
174,0x003fd0ea,2
174,0x003fd0ec,2
174,0x003fd0ee,2
174,0x003fd0f0,2
174,0x003fd0f2,2
174,0x003fd0f6,2
174,0x003fd0fa,2
174,0x003fd0fe,2
174,0x003fd102,2
175,0x003fd10c,2
175,0x003fd10e,2
175,0x003fd110,2
175,0x003fd114,2
175,0x003fd118,2
175,0x003fd11c,2
175,0x003fd120,2
175,0x003fd124,2
175,0x003fd128,2
175,0x003fd12c,2
175,0x003fd130,2
175,0x003fd138,2
175,0x003fd13c,2
176,0x003fd140,2
176,0x003fd142,2
176,0x003fd144,2
176,0x003fd148,2
176,0x003fd14c,2
176,0x003fd150,2
176,0x003fd154,2
176,0x003fd158,2
176,0x003fd15c,2
176,0x003fd160,2
176,0x003fd16a,2
177,0x003fd1b6,2
