batch_id,variable_address,ref_count
56,0x0080dc30,6
57,0x00803f3a,5
57,0x0080d372,7
57,0x0080d380,6
57,0x0080d388,6
57,0x0080d396,5
57,0x0080db20,8
57,0x0080db26,8
58,0x00803fca,8
58,0x00803fcc,8
59,0x00803fd6,9
59,0x00803fde,9
59,0x00803fe2,15
59,0x00803fe4,12
59,0x00803fe6,10
59,0x00803fea,5
59,0x00803fec,8
60,0x00804158,6
60,0x00809232,5
60,0x00809246,9
60,0x00809276,9
60,0x00809278,9
60,0x0080927a,5
60,0x00809284,6
60,0x00809288,5
60,0x00809290,6
60,0x00809294,5
60,0x008092e2,10
60,0x00809e9e,5
60,0x00809ebe,5
61,0x00804164,8
61,0x00804166,6
62,0x008041fc,5
62,0x00804216,5
63,0x008049f4,9
63,0x00804a00,7
63,0x00804a02,7
64,0x00805998,13
65,0x00805fac,7
66,0x00806ac2,6
66,0x0080a8f4,5
66,0x0080ccb2,9
66,0x0080ccb4,8
66,0x0080ccb6,5
66,0x0080ccba,6
66,0x0080ccbc,6
66,0x0080ccbe,5
66,0x0080ccc6,7
66,0x0080ccca,5
67,0x00807ec8,8
67,0x00808f04,5
68,0x00807ef4,6
68,0x0080dee8,6
69,0x00808144,5
70,0x00808159,5
71,0x008088aa,5
72,0x0080899c,5
72,0x0080899e,5
72,0x008089a0,5
72,0x0080dc60,9
73,0x0080a760,5
74,0x0080a90c,7
74,0x0080a90e,5
74,0x0080a912,5
74,0x0080a914,5
75,0x0080a922,7
76,0x0080a990,9
77,0x0080bd1c,6
77,0x0080bd21,6
77,0x0080bd22,6
78,0x0080ccaa,5
78,0x0080ccac,9
78,0x0080ccb0,5
79,0x0080d0a8,6
80,0x0080d0d2,12
81,0x0080d298,6
82,0x0080d338,5
83,0x0080d9bf,5
84,0x0080da82,9
85,0x0080db04,8
86,0x0080dc2e,6
87,0x0080dc9b,6
87,0x0080dca5,7
87,0x0080dcb1,8
87,0x0080dcb3,18
87,0x0080dcb6,7
87,0x0080dcbb,6
88,0x0080de6a,7
89,0x0080dee4,6
